gender,ethnicity,age_category,year_assessment,height,weight,bmi
Girl,Dutch,3-6 years,1999,119,24,16.947956
Boy,Turkish,3-6 years,1999,121,21.5,14.684789
Boy,Surinamese South Asian,3-6 years,1999,124,26,16.909469
Boy,Dutch,3-6 years,1999,116,21,15.606421
Girl,Maroccan,3-6 years,1999,115,22,16.635161
Boy,Dutch,3-6 years,1999,114,21,16.158818
Girl,Dutch,3-6 years,1999,119,23,16.241791
Boy,Dutch,3-6 years,1999,115,20,15.122873
Girl,Dutch,3-6 years,1999,118,22,15.800057
Girl,Dutch,3-6 years,1999,118,19,13.645504
Girl,Dutch,3-6 years,1999,115,18,13.610586
Girl,Dutch,3-6 years,1999,119,24,16.947956
Girl,Dutch,3-6 years,1999,111,17,13.797581
Boy,Dutch,3-6 years,1999,122,21.5,14.445042
Boy,Dutch,3-6 years,1999,112,20,15.943878
Boy,Dutch,3-6 years,1999,117,21,15.340785
Girl,Turkish,3-6 years,1999,122,23,15.452835
Boy,Dutch,3-6 years,1999,114,19,14.619883
Boy,Dutch,3-6 years,1999,117,24,17.532325
Boy,Dutch,3-6 years,1999,114,20,15.389351
Boy,Maroccan,3-6 years,1999,116,21,15.606421
Boy,Dutch,3-6 years,1999,120,20.5,14.236111
Boy,Maroccan,3-6 years,1999,111,19,15.420826
Boy,Dutch,3-6 years,1999,116,23,17.092747
Boy,Dutch,3-6 years,1999,116,20,14.863258
Girl,Dutch,3-6 years,1999,120,23,15.972222
Boy,Dutch,3-6 years,1999,122,24,16.124698
Boy,Dutch,3-6 years,1999,120,22,15.277778
Girl,Dutch,3-6 years,1999,107,17.5,15.285178
Boy,Turkish,3-6 years,1999,120,29,20.138889
Boy,Dutch,3-6 years,1999,112,19,15.146684
Girl,Maroccan,3-6 years,1999,115,22,16.635161
Boy,Surinamese South Asian,3-6 years,1999,117,21,15.340785
Girl,Dutch,3-6 years,1999,112,20,15.943878
Girl,Turkish,3-6 years,1999,111,23,18.667316
Girl,Dutch,3-6 years,1999,132,28.5,16.356749
Boy,Maroccan,3-6 years,1999,111,18,14.609204
Boy,Dutch,3-6 years,1999,120,21,14.583333
Girl,Dutch,3-6 years,1999,123,29,19.168484
Boy,Dutch,3-6 years,1999,118,22,15.800057
Boy,Dutch,3-6 years,1999,113,19,14.879787
Boy,Dutch,3-6 years,1999,115,21,15.879017
Boy,Dutch,3-6 years,1999,118,22,15.800057
Boy,Dutch,3-6 years,1999,117,24,17.532325
Girl,Surinamese South Asian,3-6 years,1999,119,23,16.241791
Girl,Dutch,3-6 years,1999,109,19,15.99192
Girl,Dutch,3-6 years,1999,114,22,16.928286
Girl,Dutch,3-6 years,1999,121,23,15.709309
Girl,Dutch,3-6 years,1999,108,18.5,15.860768
Boy,Dutch,3-6 years,1999,119,24,16.947956
Boy,Turkish,3-6 years,1999,115,22.5,17.013233
Girl,Dutch,3-6 years,1999,119,22,15.535626
Girl,Dutch,3-6 years,1999,128,25,15.258789
Boy,Dutch,3-6 years,1999,116,22.3,16.572533
Boy,Dutch,3-6 years,1999,107,18,15.721897
Girl,Surinamese South Asian,3-6 years,1999,110,14.5,11.983471
Girl,Dutch,3-6 years,1999,120,21.8,15.138889
Girl,Dutch,3-6 years,1999,123,23.5,15.533082
Boy,Dutch,3-6 years,1999,120,25,17.361111
Girl,Dutch,3-6 years,1999,122,21,14.10911
Boy,Dutch,3-6 years,1999,115,18.5,13.988658
Girl,Dutch,3-6 years,1999,117,22,16.071298
Girl,Dutch,3-6 years,1999,118,23,16.518242
Boy,Dutch,3-6 years,1999,117,19.5,14.245014
Boy,Dutch,3-6 years,1999,114.5,17.5,13.348334
Boy,Maroccan,3-6 years,1999,117,20,14.610271
Boy,Dutch,3-6 years,1999,112,19,15.146684
Boy,Dutch,3-6 years,1999,113,19.2,15.036416
Girl,Dutch,3-6 years,1999,118,25,17.954611
Boy,Surinamese South Asian,3-6 years,1999,117,17.5,12.783987
Girl,Turkish,3-6 years,1999,117,22,16.071298
Boy,Dutch,3-6 years,1999,124,22,14.308012
Girl,Dutch,3-6 years,1999,120,21.5,14.930556
Boy,Dutch,3-6 years,1999,117,25,18.262839
Girl,Dutch,3-6 years,1999,126,25,15.74704
Girl,Turkish,3-6 years,1999,113,22,17.229227
Boy,Dutch,3-6 years,1999,120,21,14.583333
Girl,Dutch,3-6 years,1999,109,17,14.30856
Boy,Dutch,3-6 years,1999,119,22,15.535626
Boy,Dutch,3-6 years,1999,115,19,14.36673
Girl,Turkish,3-6 years,1999,115,20,15.122873
Boy,Dutch,3-6 years,1999,116,21.5,15.978002
Girl,Dutch,3-6 years,1999,115,22,16.635161
Girl,Dutch,3-6 years,1999,120,24,16.666667
Boy,Dutch,3-6 years,1999,115,21,15.879017
Boy,Surinamese South Asian,3-6 years,1999,112,20.2,16.103316
Boy,Dutch,3-6 years,1999,108,17.5,15.003429
Girl,Surinamese South Asian,3-6 years,1999,113,17,13.313494
Boy,Dutch,3-6 years,1999,118,20,14.363689
Boy,Dutch,3-6 years,1999,117,20,14.610271
Girl,Dutch,3-6 years,1999,119,22.5,15.888708
Boy,Turkish,3-6 years,1999,114,21.5,16.543552
Girl,Dutch,3-6 years,1999,116,20,14.863258
Girl,Dutch,3-6 years,1999,106,15,13.349947
Girl,Dutch,3-6 years,1999,113,18,14.09664
Girl,Dutch,3-6 years,1999,109,17,14.30856
Girl,Dutch,3-6 years,1999,120,24,16.666667
Girl,Surinamese South Asian,3-6 years,1999,113,19,14.879787
Boy,Dutch,3-6 years,1999,114,18,13.850416
Girl,Dutch,3-6 years,1999,111,17,13.797581
Boy,Dutch,3-6 years,1999,114,20,15.389351
Girl,Dutch,3-6 years,1999,107,18,15.721897
Girl,Maroccan,3-6 years,1999,120,25,17.361111
Boy,Dutch,3-6 years,1999,104,16,14.792899
Boy,Surinamese South Asian,3-6 years,1999,111,20,16.232449
Girl,Turkish,3-6 years,1999,117,26,18.993352
Girl,Turkish,3-6 years,1999,109,20,16.8336
Boy,Dutch,3-6 years,1999,116,21,15.606421
Girl,Turkish,3-6 years,1999,118,21,15.081873
Girl,Turkish,3-6 years,1999,113,25,19.578667
Boy,Dutch,3-6 years,1999,118,26,18.672795
Boy,Turkish,3-6 years,1999,105,17,15.419501
Boy,Maroccan,3-6 years,1999,106,17,15.129939
Girl,Dutch,3-6 years,1999,106,22,19.579922
Boy,Dutch,3-6 years,1999,118,20.5,14.722781
Girl,Turkish,3-6 years,1999,107,19,16.595336
Girl,Dutch,3-6 years,1999,111,17.5,14.203393
Boy,Turkish,3-6 years,1999,119,25,17.65412
Girl,Dutch,3-6 years,1999,110,18.2,15.041322
Girl,Surinamese South Asian,3-6 years,1999,101,13,12.743849
Girl,Dutch,3-6 years,1999,107,19,16.595336
Girl,Dutch,3-6 years,1999,118,26.5,19.031887
Boy,Dutch,3-6 years,1999,118,21,15.081873
Boy,Dutch,3-6 years,1999,114,21,16.158818
Boy,Turkish,3-6 years,1999,110,17,14.049587
Boy,Dutch,3-6 years,1999,112,18,14.34949
Boy,Turkish,3-6 years,1999,113,21,16.44608
Boy,Maroccan,3-6 years,1999,105,17,15.419501
Boy,Dutch,3-6 years,1999,115,25,18.903592
Girl,Dutch,3-6 years,1999,107,17.5,15.285178
Girl,Turkish,3-6 years,1999,102,15,14.417532
Girl,Dutch,3-6 years,1999,116,22.5,16.721165
Boy,Dutch,3-6 years,1999,97,13.9,14.77309
Boy,Maroccan,3-6 years,1999,115,19,14.36673
Girl,Surinamese South Asian,3-6 years,1999,103,14.2,13.384862
Boy,Dutch,3-6 years,1999,112,21,16.741071
Girl,Dutch,3-6 years,1999,108,15,12.860082
Boy,Dutch,3-6 years,1999,100,17.8,17.8
Girl,Maroccan,3-6 years,1999,112,20,15.943878
Girl,Dutch,3-6 years,1999,101,16.4,16.076855
Girl,Maroccan,3-6 years,1999,108,17.7,15.174897
Boy,Turkish,3-6 years,1999,105,19.7,17.868481
Boy,Surinamese South Asian,3-6 years,1999,106,16.1,14.328943
Girl,Turkish,3-6 years,1999,104,17.8,16.457101
Girl,Maroccan,3-6 years,1999,105,17.7,16.054422
Girl,Surinamese South Asian,3-6 years,1999,105,15.2,13.786848
Boy,Dutch,3-6 years,1999,104,18.1,16.734467
Girl,Surinamese South Asian,3-6 years,1999,101,16.3,15.978826
Girl,Dutch,3-6 years,1999,111,20.7,16.800584
Girl,Dutch,3-6 years,1999,108,18.5,15.860768
Girl,Dutch,3-6 years,1999,105,20.5,18.594104
Boy,Maroccan,3-6 years,1999,111,26.3,21.34567
Girl,Dutch,3-6 years,1999,100,13.9,13.9
Girl,Dutch,3-6 years,1999,103,19.1,18.003582
Girl,Dutch,3-6 years,1999,109,21.7,18.264456
Girl,Dutch,3-6 years,1999,105,23.8,21.587302
Girl,Dutch,3-6 years,1999,103,17,16.02413
Boy,Surinamese South Asian,3-6 years,1999,103,15.1,14.233198
Boy,Dutch,3-6 years,1999,103,17.5,16.495428
Boy,Dutch,3-6 years,1999,104,17.7,16.364645
Boy,Dutch,3-6 years,1999,106,21.7,19.312923
Boy,Dutch,3-6 years,1999,104,17,15.717456
Girl,Turkish,3-6 years,1999,104,16.2,14.977811
Boy,Dutch,3-6 years,1999,105,16.4,14.875283
Boy,Dutch,3-6 years,1999,104,18.8,17.381657
Boy,Surinamese South Asian,3-6 years,1999,110,18.8,15.53719
Boy,Turkish,3-6 years,1999,103,15.2,14.327458
Boy,Dutch,3-6 years,1999,112,22.8,18.17602
Boy,Dutch,3-6 years,1999,106,17.2,15.307939
Girl,Dutch,3-6 years,1999,101,16,15.684737
Girl,Dutch,3-6 years,1999,103,13.5,12.725045
Boy,Dutch,3-6 years,1999,105,16.6,15.056689
Boy,Dutch,3-6 years,1999,107,17.6,15.372522
Girl,Dutch,3-6 years,1999,104,19,17.566568
Girl,Dutch,3-6 years,1999,108,21.6,18.518519
Girl,Dutch,3-6 years,1999,105,18.1,16.417234
Girl,Dutch,3-6 years,1999,104,16.7,15.440089
Girl,Dutch,3-6 years,1999,103,16.3,15.364313
Boy,Dutch,3-6 years,1999,99,13.9,14.182226
Girl,Dutch,3-6 years,1999,108,17.4,14.917695
Boy,Dutch,3-6 years,1999,109,19.5,16.41276
Boy,Dutch,3-6 years,1999,111,20.5,16.63826
Boy,Dutch,3-6 years,1999,102,16.3,15.667051
Girl,Maroccan,3-6 years,1999,108,17.4,14.917695
Boy,Dutch,3-6 years,1999,104,18.4,17.011834
Boy,Dutch,3-6 years,1999,98,15.8,16.451479
Boy,Dutch,3-6 years,1999,102,16.7,16.051519
Boy,Dutch,3-6 years,1999,102,15.2,14.609765
Girl,Dutch,3-6 years,1999,103,16,15.081535
Boy,Dutch,3-6 years,1999,107,20.8,18.167526
Girl,Dutch,3-6 years,1999,101,15,14.704441
Girl,Dutch,3-6 years,1999,110,27.3,22.561983
Girl,Dutch,3-6 years,1999,103,18.3,17.249505
Girl,Dutch,3-6 years,1999,114,22.1,17.005232
Girl,Surinamese South Asian,3-6 years,1999,109,18.5,15.57108
Boy,Surinamese South Asian,3-6 years,1999,107,17.3,15.11049
Boy,Dutch,3-6 years,1999,106,18.3,16.286935
Girl,Dutch,3-6 years,1999,107,17.5,15.285178
Girl,Dutch,3-6 years,1999,105,15.7,14.240363
Boy,Dutch,3-6 years,1999,102,16.6,15.955402
Girl,Dutch,3-6 years,1999,103,16.2,15.270054
Boy,Dutch,3-6 years,1999,102,15.8,15.186467
Boy,Dutch,3-6 years,1999,106,16.2,14.417942
Girl,Dutch,3-6 years,1999,103,14.2,13.384862
Boy,Turkish,3-6 years,1999,113,23.3,18.247318
Boy,Surinamese South Asian,3-6 years,1999,109,14.4,12.120192
Boy,Turkish,3-6 years,1999,102,14.8,14.225298
Girl,Surinamese South Asian,3-6 years,1999,95,13.7,15.180055
Boy,Dutch,3-6 years,1999,102,15.9,15.282584
Boy,Dutch,3-6 years,1999,100,15.3,15.3
Boy,Turkish,3-6 years,1999,104,17.5,16.179734
Boy,Dutch,3-6 years,1999,109,19.2,16.160256
Girl,Dutch,3-6 years,1999,108,18.4,15.775034
Girl,Dutch,3-6 years,1999,99,16.7,17.039078
Boy,Surinamese South Asian,3-6 years,1999,114,22.2,17.082179
Boy,Dutch,3-6 years,1999,105,17.1,15.510204
Girl,Dutch,3-6 years,1999,107,17.8,15.547209
Girl,Dutch,3-6 years,1999,106,18.2,16.197935
Girl,Dutch,3-6 years,1999,102,15.9,15.282584
Boy,Surinamese South Asian,3-6 years,1999,104,16.2,14.977811
Boy,Dutch,3-6 years,1999,100,15.3,15.3
Boy,Dutch,3-6 years,1999,101,14.3,14.018234
Boy,Dutch,3-6 years,1999,103,18.5,17.438024
Boy,Maroccan,3-6 years,1999,108,20.2,17.318244
Girl,Dutch,3-6 years,1999,98,15.2,15.826739
Boy,Dutch,3-6 years,1999,112,20,15.943878
Girl,Dutch,3-6 years,1999,102,15.8,15.186467
Girl,Dutch,3-6 years,1999,108,18.7,16.032236
Girl,Dutch,3-6 years,1999,98,14.6,15.201999
Boy,Dutch,3-6 years,1999,102,15.6,14.994233
Girl,Dutch,3-6 years,1999,104,18,16.642012
Boy,Dutch,3-6 years,1999,104,16.6,15.347633
Boy,Dutch,3-6 years,1999,103,18,16.966726
Boy,Dutch,3-6 years,1999,109,18.3,15.402744
Boy,Dutch,3-6 years,1999,108,18.7,16.032236
Girl,Dutch,3-6 years,1999,90,11,13.580247
Girl,Dutch,3-6 years,1999,99,14.2,14.488318
Boy,Turkish,3-6 years,1999,105,15.8,14.331066
Girl,Dutch,3-6 years,1999,106,19.2,17.087932
Girl,Dutch,3-6 years,1999,107,17,14.848458
Boy,Dutch,3-6 years,1999,106,16,14.239943
Boy,Dutch,3-6 years,1999,108,16.6,14.231824
Girl,Dutch,3-6 years,1999,99,16.8,17.141108
Boy,Dutch,3-6 years,1999,110,19.7,16.280992
Boy,Dutch,3-6 years,1999,102,19.6,18.838908
Boy,Turkish,3-6 years,1999,110,20.8,17.190083
Girl,Dutch,3-6 years,1999,94,13.4,15.165233
Boy,Dutch,3-6 years,1999,105,17.8,16.145125
Girl,Turkish,3-6 years,1999,98,15.3,15.930862
Boy,Dutch,3-6 years,1999,102,13.9,13.360246
Boy,Dutch,3-6 years,1999,102,19,18.262207
Boy,Dutch,3-6 years,1999,112,19.7,15.704719
Girl,Surinamese South Asian,3-6 years,1999,110,19.1,15.785124
Boy,Dutch,3-6 years,1999,107,17.7,15.459865
Boy,Dutch,3-6 years,1999,105,16.6,15.056689
Girl,Dutch,3-6 years,1999,103,14.9,14.044679
Boy,Surinamese South Asian,3-6 years,1999,100,12.7,12.7
Boy,Surinamese South Asian,3-6 years,1999,100,12.2,12.2
Girl,Dutch,3-6 years,1999,108,18.2,15.603567
Girl,Maroccan,3-6 years,1999,105,17,15.419501
Girl,Dutch,3-6 years,1999,94,13.3,15.05206
Girl,Dutch,3-6 years,1999,103,17,16.02413
Boy,Maroccan,3-6 years,1999,105,18.2,16.507937
Girl,Dutch,3-6 years,1999,106,17.8,15.841937
Boy,Dutch,3-6 years,1999,104,19.5,18.028846
Boy,Dutch,3-6 years,1999,103,20.6,19.417476
Girl,Surinamese South Asian,3-6 years,1999,98,11.6,12.078301
Girl,Dutch,3-6 years,1999,107,17.7,15.459865
Boy,Dutch,3-6 years,1999,107,16.6,14.499083
Girl,Surinamese South Asian,3-6 years,1999,100,13.9,13.9
Girl,Surinamese South Asian,3-6 years,1999,99,13.7,13.978165
Boy,Turkish,3-6 years,1999,101,14,13.724145
Girl,Dutch,3-6 years,1999,104,15.3,14.14571
Girl,Dutch,3-6 years,1999,97,14.2,15.091933
Girl,Maroccan,3-6 years,1999,107,17.8,15.547209
Girl,Dutch,3-6 years,1999,109,18.2,15.318576
Girl,Turkish,3-6 years,1999,98,14.9,15.514369
Girl,Dutch,3-6 years,1999,104,16.1,14.885355
Boy,Turkish,3-6 years,1999,107,15.8,13.800332
Boy,Dutch,3-6 years,1999,100,16.5,16.5
Girl,Dutch,3-6 years,1999,104,17.3,15.994822
Girl,Dutch,3-6 years,1999,110,17.8,14.710744
Girl,Dutch,3-6 years,1999,102,17,16.339869
Boy,Dutch,3-6 years,1999,113,20.7,16.211136
Girl,Dutch,3-6 years,1999,103,15.9,14.987275
Girl,Dutch,3-6 years,1999,104,15.7,14.515533
Girl,Dutch,3-6 years,1999,103,17.5,16.495428
Girl,Dutch,3-6 years,1999,107,15.2,13.276269
Girl,Dutch,3-6 years,1999,110,18,14.876033
Girl,Turkish,3-6 years,1999,101,15.7,15.390648
Boy,Turkish,3-6 years,1999,100,14.6,14.6
Girl,Dutch,3-6 years,1999,93,12.5,14.452538
Boy,Maroccan,3-6 years,1999,105,16.7,15.147392
Girl,Dutch,3-6 years,1999,106,16.6,14.773941
Boy,Dutch,3-6 years,1999,108,19.8,16.975309
Girl,Dutch,3-6 years,1999,104,16.9,15625
Boy,Maroccan,3-6 years,1999,107,19.1,16.68268
Girl,Dutch,3-6 years,1999,100,12.6,12.6
Boy,Dutch,3-6 years,1999,101,17.2,16.861092
Girl,Turkish,3-6 years,1999,101,17.5,17.155181
Girl,Maroccan,3-6 years,1999,95,13.3,14.736842
Girl,Maroccan,7-10 years,1999,135,32,17.558299
Girl,Maroccan,7-10 years,1999,125,26.5,16.96
Boy,Dutch,7-10 years,1999,121,22,15.026296
Girl,Dutch,7-10 years,1999,107,18.6,16.24596
Girl,Maroccan,3-6 years,1999,106,18.5,16.464934
Girl,Turkish,3-6 years,1999,110,20.7,17.107438
Boy,Dutch,7-10 years,1999,142,33,16.3658
Boy,Dutch,7-10 years,1999,127,22.5,13.950028
Boy,Dutch,7-10 years,1999,137,32,17.04939
Girl,Dutch,7-10 years,1999,130,32,18.934911
Girl,Dutch,7-10 years,1999,134,23,12.809089
Boy,Dutch,7-10 years,1999,140,37,18.877551
Boy,Turkish,7-10 years,1999,129,28,16.825912
Girl,Dutch,7-10 years,1999,127,36,22.320045
Boy,Turkish,7-10 years,1999,127,27,16.740033
Boy,Turkish,3-6 years,1999,125,30,19.2
Boy,Maroccan,3-6 years,1999,112,18,14.34949
Girl,Maroccan,3-6 years,1999,119,27,19.06645
Girl,Turkish,3-6 years,1999,106,17,15.129939
Girl,Maroccan,3-6 years,1999,99,15.5,15.814713
Boy,Maroccan,3-6 years,1999,107,20,17.468775
Boy,Maroccan,3-6 years,1999,105,20.9,18.956916
Girl,Turkish,7-10 years,1999,121,23,15.709309
Boy,Maroccan,3-6 years,1999,110,22,18.181818
Boy,Turkish,3-6 years,1999,102,16.3,15.667051
Boy,Dutch,3-6 years,1999,106,17.5,15.574938
Boy,Dutch,3-6 years,1999,102,16.1,15.474817
Boy,Maroccan,3-6 years,1999,101,16.4,16.076855
Boy,Dutch,7-10 years,1999,121,23.5,16.050816
Boy,Turkish,7-10 years,1999,146,38,17.826984
Girl,Dutch,7-10 years,1999,134,31,17.264424
Girl,Dutch,7-10 years,1999,142,38,18.845467
Boy,Turkish,7-10 years,1999,136,45,24.329585
Boy,Dutch,7-10 years,1999,137,28.5,15.184613
Boy,Dutch,7-10 years,1999,134,36,20.049009
Boy,Surinamese South Asian,7-10 years,1999,125,18,11.52
Boy,Dutch,7-10 years,1999,131,28,16.316065
Girl,Dutch,7-10 years,1999,132,33,18.939394
Girl,Dutch,7-10 years,1999,123,20,13.219644
Boy,Dutch,7-10 years,1999,126,25.5,16.06198
Girl,Dutch,7-10 years,1999,136,33.5,18.112024
Girl,Dutch,3-6 years,1999,127,25,15.500031
Boy,Dutch,3-6 years,1999,123,24,15.863573
Boy,Surinamese South Asian,3-6 years,1999,114,18,13.850416
Girl,Surinamese South Asian,3-6 years,1999,117,20.2,14.756374
Girl,Turkish,3-6 years,1999,116,19,14.120095
Boy,Dutch,3-6 years,1999,108,18,15.432099
Boy,Dutch,3-6 years,1999,125,25.5,16.32
Boy,Dutch,3-6 years,1999,108,18,15.432099
Boy,Dutch,3-6 years,1999,116,20,14.863258
Girl,Dutch,3-6 years,1999,112,24,19.132653
Girl,Dutch,3-6 years,1999,118,20,14.363689
Girl,Surinamese South Asian,3-6 years,1999,113,18.5,14.488214
Boy,Surinamese South Asian,3-6 years,1999,103,14.5,13.667641
Boy,Dutch,3-6 years,1999,114,19,14.619883
Boy,Surinamese South Asian,3-6 years,1999,118,19,13.645504
Boy,Turkish,3-6 years,1999,117,23,16.801812
Girl,Dutch,3-6 years,1999,116,21.5,15.978002
Girl,Dutch,3-6 years,1999,108,15,12.860082
Boy,Dutch,3-6 years,1999,102,16.7,16.051519
Girl,Dutch,3-6 years,1999,107,17.2,15.023146
Girl,Dutch,3-6 years,1999,100,15.5,15.5
Girl,Dutch,3-6 years,1999,109,19.3,16.244424
Boy,Turkish,3-6 years,1999,105,17.8,16.145125
Boy,Dutch,3-6 years,1999,112,21.9,17.458546
Girl,Surinamese South Asian,3-6 years,1999,100,14.1,14.1
Boy,Dutch,3-6 years,1999,115,17.9,13.534972
Boy,Dutch,3-6 years,1999,107,18.5,16.158616
Boy,Dutch,3-6 years,1999,105,17.6,15.963719
Girl,Dutch,3-6 years,1999,106,27,24.029904
Girl,Dutch,3-6 years,1999,102,17,16.339869
Girl,Dutch,3-6 years,1999,105,20.8,18.866213
Boy,Dutch,3-6 years,1999,98,16.4,17.076218
Girl,Dutch,3-6 years,1999,107,20.3,17.730806
Girl,Dutch,3-6 years,1999,102,14.5,13.936947
Girl,Dutch,3-6 years,1999,103,17,16.02413
Boy,Dutch,3-6 years,1999,116,20,14.863258
Boy,Dutch,3-6 years,1999,99,15,15.304561
Girl,Turkish,7-10 years,1999,126,27.5,17.321744
Girl,Surinamese South Asian,3-6 years,1999,116,18,13.376932
Boy,Dutch,3-6 years,1999,121,23,15.709309
Boy,Surinamese South Asian,3-6 years,1999,109,17,14.30856
Boy,Dutch,3-6 years,1999,112,19.8,15.784439
Boy,Turkish,3-6 years,1999,117,24,17.532325
Boy,Turkish,7-10 years,1999,135,33,18.106996
Girl,Turkish,7-10 years,1999,136,40.5,21.896626
Girl,Turkish,7-10 years,1999,141,39.5,19.868216
Girl,Dutch,7-10 years,1999,141,36,18.107741
Girl,Dutch,7-10 years,1999,135,33,18.106996
Girl,Surinamese South Asian,7-10 years,1999,140,41,20.918367
Girl,Dutch,7-10 years,1999,137,32,17.04939
Boy,Dutch,7-10 years,1999,129,23,13.821285
Girl,Dutch,7-10 years,1999,137,29,15.45101
Boy,Dutch,7-10 years,1999,133,25,14.133077
Girl,Dutch,7-10 years,1999,130,29,17.159763
Boy,Dutch,7-10 years,1999,134,32,17.821341
Boy,Dutch,7-10 years,1999,139,30,15.527147
Girl,Dutch,7-10 years,1999,138,34,17.853392
Boy,Dutch,7-10 years,1999,122,20,13.437248
Boy,Dutch,7-10 years,1999,132,28,16.069789
Boy,Dutch,7-10 years,1999,135,34,18.655693
Girl,Maroccan,7-10 years,1999,128,33,20.141602
Boy,Surinamese South Asian,7-10 years,1999,123,29,19.168484
Girl,Dutch,7-10 years,1999,138,32.5,17.065742
Girl,Dutch,7-10 years,1999,140,41,20.918367
Boy,Dutch,7-10 years,1999,132,24,13.774105
Girl,Dutch,7-10 years,1999,126,25,15.74704
Girl,Dutch,7-10 years,1999,140,32,16.326531
Boy,Dutch,7-10 years,1999,135,31,17.009602
Boy,Dutch,7-10 years,1999,136,26,14.057093
Girl,Dutch,7-10 years,1999,136,27,14.597751
Girl,Maroccan,7-10 years,1999,128,26,15.869141
Girl,Turkish,7-10 years,1999,123,25,16.524555
Girl,Turkish,7-10 years,1999,128,46,28.076172
Girl,Dutch,7-10 years,1999,132,27,15.495868
Girl,Dutch,7-10 years,1999,134,48,26.732012
Boy,Turkish,7-10 years,1999,124,25,16.259105
Girl,Dutch,7-10 years,1999,132,26,14.921947
Girl,Dutch,7-10 years,1999,136,28,15.138408
Girl,Dutch,7-10 years,1999,139,31,16.044718
Girl,Turkish,7-10 years,1999,136,35,18.92301
Boy,Dutch,7-10 years,1999,135,31.5,17.283951
Boy,Dutch,7-10 years,1999,131,28,16.316065
Girl,Dutch,7-10 years,1999,136,25,13.516436
Girl,Dutch,7-10 years,1999,136,32.5,17.571367
Boy,Dutch,7-10 years,1999,133,25,14.133077
Boy,Dutch,7-10 years,1999,129,28,16.825912
Boy,Dutch,7-10 years,1999,128,29,17.700195
Boy,Dutch,7-10 years,1999,122,24.5,16.460629
Boy,Dutch,7-10 years,1999,139,36,18.632576
Boy,Turkish,7-10 years,1999,119,20,14.123296
Boy,Turkish,7-10 years,1999,122,22,14.780973
Boy,Turkish,7-10 years,1999,123,22,14.541609
Girl,Dutch,7-10 years,1999,128,27,16.479492
Girl,Dutch,7-10 years,1999,128,25,15.258789
Girl,Dutch,7-10 years,1999,135,30,16.460905
Boy,Dutch,7-10 years,1999,134,34,18.935175
Boy,Dutch,7-10 years,1999,127,23,14.260029
Boy,Dutch,7-10 years,1999,123,24,15.863573
Boy,Maroccan,7-10 years,1999,129,36,21.633315
Girl,Turkish,7-10 years,1999,131,31.5,18.355574
Boy,Dutch,7-10 years,1999,146,35,16.419591
Boy,Dutch,7-10 years,1999,126,24,15.117158
Boy,Dutch,7-10 years,1999,129,25.5,15.323598
Boy,Dutch,7-10 years,1999,133,28,15.829046
Girl,Dutch,7-10 years,1999,124,28,18.210198
Boy,Dutch,7-10 years,1999,111,22,17.855694
Boy,Dutch,7-10 years,1999,122,21,14.10911
Girl,Dutch,7-10 years,1999,127,26,16.120032
Girl,Dutch,7-10 years,1999,137,31,16.516597
Boy,Dutch,7-10 years,1999,135,30.5,16.735254
Boy,Dutch,7-10 years,1999,132,30,17.217631
Boy,Dutch,7-10 years,1999,137,30,15.983803
Boy,Dutch,7-10 years,1999,135,30,16.460905
Girl,Dutch,7-10 years,1999,134,29,16.15059
Girl,Surinamese South Asian,7-10 years,1999,129,22,13.220359
Boy,Dutch,7-10 years,1999,122,19,12.765386
Boy,Surinamese South Asian,7-10 years,1999,115,20,15.122873
Boy,Dutch,7-10 years,1999,129,27,16.224986
Boy,Dutch,7-10 years,1999,128,34,20.751953
Boy,Dutch,7-10 years,1999,138,29.5,15.490443
Girl,Dutch,7-10 years,1999,124,23.5,15.283559
Boy,Surinamese South Asian,7-10 years,1999,137,42,22.377324
Girl,Dutch,7-10 years,1999,120,23,15.972222
Boy,Dutch,7-10 years,1999,117,20,14.610271
Boy,Dutch,7-10 years,1999,133,27,15.263723
Girl,Dutch,7-10 years,1999,123,21,13.880627
Girl,Dutch,7-10 years,1999,126,21,13.227513
Boy,Dutch,7-10 years,1999,126,21,13.227513
Boy,Dutch,7-10 years,1999,131,25,14.567916
Girl,Dutch,7-10 years,1999,129,25,15.023136
Girl,Dutch,7-10 years,1999,130,28,16.568047
Boy,Dutch,7-10 years,1999,136,27.5,14.86808
Girl,Dutch,7-10 years,1999,128,22,13.427734
Girl,Dutch,7-10 years,1999,129,27,16.224986
Boy,Maroccan,7-10 years,1999,132,26,14.921947
Boy,Dutch,7-10 years,1999,128,26.6,16.235352
Girl,Dutch,7-10 years,1999,121,22,15.026296
Girl,Dutch,7-10 years,1999,136,32,17.301038
Girl,Dutch,7-10 years,1999,134,36,20.049009
Boy,Dutch,7-10 years,1999,123,24,15.863573
Boy,Surinamese South Asian,7-10 years,1999,136,40,21.626298
Girl,Turkish,7-10 years,1999,127,23,14.260029
Girl,Dutch,7-10 years,1999,130,27.5,16.272189
Girl,Dutch,7-10 years,1999,127,25,15.500031
Girl,Dutch,7-10 years,1999,127,30,18.600037
Boy,Dutch,7-10 years,1999,136,31,16.760381
Girl,Surinamese South Asian,7-10 years,1999,122,25,16.79656
Boy,Dutch,7-10 years,1999,124,23.5,15.283559
Boy,Surinamese South Asian,7-10 years,1999,121,22,15.026296
